id,cooling_load,glazing_area,glazing_area_distribution,heating_load,orientation,overall_height,relative_compactness,roof_area,surface_area,wall_area
-1.6260542850087254,0.506172705494151,-1.7604469755488257,-1.8145751367274014,0.16093453002918423,1.3416407864998738,1.0,-0.03941653889706787,-1.1986778735345365,-0.11596590176067875,2.2478059477960657
-1.2155939800550666,0.9763471335078967,-1.0093229326479933,-0.5242105950545827,1.454119278474497,0.4472135954999579,1.0,0.24438254116182206,-0.6558803458962558,-0.3942840659863067,0.5619514869490164
1.2471678496668865,-0.793906920959965,1.2440491960545037,0.12097167578182677,-0.7087917156660146,-1.3416407864998738,-1.0,-0.9854134724267,0.9725122370185867,0.9973067551418332,0.0
-1.4907377009580687,0.5556093903188628,-1.0093229326479933,-1.169392865890992,0.7500079507166965,-0.4472135954999579,1.0,1.2849791680444174,-1.1986778735345365,-1.2292385586631907,0.0
-1.2336361912618208,0.022324300826761786,-1.0093229326479933,-0.5242105950545827,0.13515017154791287,0.4472135954999579,1.0,0.528181621220711,-0.6558803458962558,-0.6726022302119348,0.0
-1.3193366944939036,-0.5540864073422153,-1.0093229326479933,-1.169392865890992,-0.7038331851888469,1.3416407864998738,-1.0,-1.1746128591326266,0.9725122370185867,1.2756249193674611,0.5619514869490164
-1.1524462408314269,-1.197815154421438,-1.0093229326479933,-0.5242105950545827,-1.0767146770718514,-1.3416407864998738,-1.0,-0.7016143923678111,0.9725122370185867,0.7189885909162052,-0.5619514869490164
-0.09246633243461545,-0.9622020182355786,0.11736313170325505,-0.5242105950545827,-0.9924196589600018,1.3416407864998738,-1.0,-0.22861592560299449,0.9725122370185867,0.16235226246494922,-1.6858544608470492
-0.597648246223734,0.7039194447929974,-1.0093229326479933,1.4113362174546455,0.4108444660784318,1.3416407864998738,1.0,0.9065803946325642,-0.6558803458962558,-0.9509203944375627,-0.5619514869490164
1.6260542850087254,-0.8307214734890053,1.2440491960545037,1.4113362174546455,-0.7831696728235288,-1.3416407864998738,-1.0,-0.22861592560299449,0.9725122370185867,0.16235226246494922,-1.6858544608470492
-0.3315256309241091,1.3529074136620831,0.11736313170325505,-1.169392865890992,1.4481690419018955,0.4472135954999579,1.0,-0.03941653889706787,-1.1986778735345365,-0.11596590176067875,2.2478059477960657
-0.6156904574304882,0.8858885187222544,-1.0093229326479933,1.4113362174546455,0.665712932604847,1.3416407864998738,1.0,1.2849791680444174,-1.1986778735345365,-1.2292385586631907,0.0
-0.7645386998862107,0.9784508222238423,-1.0093229326479933,0.7661539466182362,1.069337313446291,0.4472135954999579,1.0,-0.03941653889706787,-1.1986778735345365,-0.11596590176067875,2.2478059477960657
0.20523015247682944,-1.0126905474182626,0.11736313170325505,0.12097167578182677,-0.7901116154915634,-0.4472135954999579,-1.0,-1.363812245838553,0.9725122370185867,1.5539430835930892,1.1239029738980328
-1.2020623216500008,0.9973840206673488,-1.0093229326479933,-0.5242105950545827,1.0009095928613774,-0.4472135954999579,1.0,-0.03941653889706787,-1.1986778735345365,-0.11596590176067875,2.2478059477960657
0.7374753830760794,2.3511077093780663,1.2440491960545037,-1.169392865890992,1.9202211433282526,1.3416407864998738,1.0,0.24438254116182206,-0.6558803458962558,-0.3942840659863067,0.5619514869490164
-1.0802773960044099,0.11488660432834923,-1.0093229326479933,0.12097167578182677,0.19564424336935765,-1.3416407864998738,1.0,2.041776714868123,-1.4700766373536769,-1.7858748871144468,-0.5619514869490164
1.5087799121648229,-0.842291761426704,1.2440491960545037,0.7661539466182362,-0.5322680306788475,0.4472135954999579,-1.0,-1.363812245838553,0.9725122370185867,1.5539430835930892,1.1239029738980328
0.8276864391098505,-0.6981890843844596,1.2440491960545037,-1.169392865890992,-0.7018497729979799,1.3416407864998738,-1.0,-0.9854134724267,0.9725122370185867,0.9973067551418332,0.0
-1.1885306632449353,-1.1778301116199585,-1.0093229326479933,-0.5242105950545827,-1.1788604049015041,-1.3416407864998738,-1.0,-0.22861592560299449,0.9725122370185867,0.16235226246494922,-1.6858544608470492
0.5435216126034713,-1.0631790766009468,0.11736313170325505,1.4113362174546455,-1.0102703686778054,-1.3416407864998738,-1.0,-0.22861592560299449,0.9725122370185867,0.16235226246494922,-1.6858544608470492
1.558395992983397,0.6955046899292165,1.2440491960545037,1.4113362174546455,0.9423989332307995,-0.4472135954999579,1.0,0.9065803946325642,-0.6558803458962558,-0.9509203944375627,-0.5619514869490164
-0.741985935877768,-1.1631042906083426,-1.0093229326479933,0.7661539466182362,-1.2066281755736425,1.3416407864998738,-1.0,-0.22861592560299449,0.9725122370185867,0.16235226246494922,-1.6858544608470492
1.4050371977259861,1.7021197405089816,1.2440491960545037,0.7661539466182362,1.7655149924406228,1.3416407864998738,1.0,-0.03941653889706787,-1.1986778735345365,-0.11596590176067875,2.2478059477960657
